,Title,Release Date,Price,Rating
1778,Cooking Simulator,14th May 2020,£17.99,5.57
1779,Cooking Simulator - Pizza,13th May 2021,£13.49,0.0
1780,Cool Animals,2nd Jun 2022,£7.00,0.0
1781,Cop Car Police Simulator Chase,17th Jan 2022,£7.99,0.0
1782,Corner Driver,18th Nov 2022,£2.29,0.0
1783,Coromon,21st Jul 2022,£17.99,8.01
1784,Corpse Factory,30th Jun 2022,£15.99,3.33
1785,Corpse Killer - 25th Anniversary Edition,27th Jul 2021,£11.19,4.73
1786,Corpse Party,20th Oct 2021,£17.99,3.33
1787,Corpse Party: Blood Drive,10th Oct 2019,£17.99,6.2
1788,Corridor Z,20th Feb 2020,£7.00,0.0
1789,Corrupt Political,29th Sep 2022,£9.99,0.0
1790,Cosmic Defenders,11th Jun 2020,£4.49,0.0
1791,Cosmic Express,2nd Sep 2021,£7.39,8.08
1792,Cosmic Star Heroine,14th Aug 2018,£10.99,8.37
1793,Cosmic Top Secret,21st May 2021,£8.99,7.26
1794,CosmicBreak Gun & Slash,21st Apr 2022,£14.90,0.0
1795,Cosmo Dreamer,14th Dec 2022,£7.29,3.33
1796,Cosmonauta,11th Feb 2020,£0.89,6.63
1797,CosmoPlayerZ,6th Oct 2022,£9.89,0.0
1798,Cosmos Bit,10th Mar 2022,£4.99,3.33
1799,Cosplay Love! Enchanted Princess,31st Mar 2022,£8.83,0.0
1800,Cotton 100%,29th Oct 2021,£12.99,7.5
1801,Cotton 2 - Saturn Tribute,30th Sep 2021,£13.49,3.33
1802,Cotton Boomerang - Saturn Tribute,30th Sep 2021,£13.49,3.33
1803,Cotton Fantasy,20th May 2022,£34.99,7.85
1804,Cotton Reboot!,20th Jul 2021,£34.99,7.97
1805,Counter Bottle Shooter,20th Jan 2023,£3.99,0.0
1806,Counter Bunny Hop,5th Aug 2022,£14.99,0.0
1807,Counter Crossline: Crime War,22nd Sep 2022,£14.99,0.0
1808,Counter Delta: The Bullet Rain,3rd Mar 2022,£14.99,0.0
1809,Counter Recon 2: The New War,28th Jul 2022,£14.99,0.0
1810,Counter Recon: The First Mission,3rd Mar 2021,£14.99,0.0
1811,Country Tales,30th Jul 2020,£8.99,6.67
1812,Cover Fire: Offline Shooting Game,14th Apr 2022,£0.00,0.0
1813,Cow Catcher,31st May 2021,£4.49,0.0
1814,Cow Rush: Water Adventure,22nd Jul 2022,£4.49,0.0
1815,Cozy Grove,8th Apr 2021,£10.99,7.29
1816,Craps at Aces Casino,28th May 2021,£7.99,0.0
1817,Crash Bandicoot 4: It’s About Time,12th Mar 2021,£44.99,8.22
1818,Crash Bandicoot N. Sane Trilogy,29th Jun 2018,£34.99,8.1
1819,Crash Drive 2,7th Feb 2020,£7.19,6.23
1820,Crash Drive 3,8th Jul 2021,£14.99,7.04
1821,Crash Dummy,1st Mar 2019,£8.99,0.0
1822,Crash Team Racing: Nitro Fueled,21st Jun 2019,£34.99,8.33
1823,CRASH: Autodrive,31st Aug 2021,£8.99,6.67
1824,Crash'n the Boys Street Challenge,15th Apr 2020,£4.49,0.0
1825,Crashbots,1st May 2019,£8.99,4.13
1826,Crashlands,8th Nov 2018,£13.49,7.47
1827,CrashMetal,18th Aug 2022,£14.99,0.0
1828,Crashnauts,20th Jan 2021,£10.99,3.33
1829,Crawl,19th Dec 2017,£12.99,8.14
1830,Crawlco Block Knockers,17th Dec 2020,£7.99,7.28
1831,Crayon Shinchan The Storm Called Flaming Kasukabe Runner!!,24th Jan 2020,£8.99,3.33
1832,Crazy Athletics - Summer Sports and Games,27th Jan 2022,£14.29,0.0
1833,Crazy BMX World,5th Nov 2020,£2.69,6.73
1834,Crazy Chicken Xtreme,16th Jun 2022,£17.99,0.0
1835,Crazy Gravity,20th Oct 2021,£4.49,0.0
1836,Crazy Oce,18th Feb 2021,£4.39,0.0
1837,Crazy Plane Landing,7th Jul 2022,£8.99,0.0
1838,Crazy Strike Bowling EX,17th Jan 2019,£8.99,3.33
1839,Crazy Trucks,26th Nov 2021,£11.69,3.33
1840,Crazy Zen Codeword,17th Dec 2021,£8.99,0.0
1841,Crazy Zen Mini Golf,23rd Dec 2019,£3.99,3.33
1842,Creaks,22nd Jul 2020,£17.99,8.5
1843,Creature in the Well,6th Sep 2019,£13.49,7.89
1844,Creepy Balls,20th Dec 2021,£5.99,0.0
1845,Creepy Brawlers,24th Oct 2019,£4.00,6.74
1846,Creepy Road,1st Mar 2019,£11.69,6.67
1847,Creepy Tale,10th Jul 2020,£8.99,5.92
1848,Creepy Tale 2,7th Oct 2021,£12.99,6.65
1849,Cresteaju,2nd Feb 2021,£4.99,0.0
1850,Cricket 19,28th May 2019,£34.99,6.67
1851,Cricket 22: The Official Game of the Ashes,28th Apr 2022,£53.99,0.0
1852,CricktoGame,7th Nov 2018,£4.49,6.25
1853,Crime Busters: Strike Area,23rd Mar 2023,£14.99,0.0
1854,Crime Map: Spot the Hidden Differences,2nd Feb 2023,£2.69,0.0
1855,Crime Opera: The Butterfly Effect,28th Apr 2021,£8.99,7.0
1856,Crime Secrets: Crimson Lily,5th Jan 2023,£13.99,0.0
1857,Criminal Expert,25th Aug 2022,£8.99,3.33
1858,Crimson Keep,29th Nov 2018,£14.99,2.92
1859,Crimson Spires,11th Aug 2021,£17.99,8.75
1860,Crimsonland,24th Nov 2017,£11.99,6.4
1861,Crimzon Clover - World EXplosion,29th Oct 2020,£17.99,8.0
1862,Cris Tales,20th Jul 2021,£34.99,7.77
1863,Crisis Core: Final Fantasy VII: Reunion,13th Dec 2022,£49.99,7.8
1864,Crisis Wing,22nd Sep 2021,£6.99,6.93
1865,Critadel,13th Oct 2021,£13.99,0.0
1866,Critical Zone,19th Jan 2023,£2.99,0.0
1867,Croc's World,2nd Nov 2018,£3.59,0.0
1868,Croc's World 2,18th Apr 2019,£4.49,3.33
1869,Croc's World 3,25th Dec 2019,£3.59,0.0
1870,Croc's World Run,21st Feb 2019,£4.49,3.33
1871,Croixleur Sigma,28th Mar 2019,£13.49,6.1
1872,Cronostase Electric Collection,16th Nov 2022,£6.99,0.0
1873,Cross the Moon,18th Jun 2021,£4.99,7.7
1874,Crossbow Crusade,28th May 2021,£4.49,0.0
1875,Crossbow: Bloodnight,29th Jan 2021,£4.49,6.67
1876,CrossCode,8th Jul 2020,£17.99,8.44
1877,Crossing Souls,26th Jul 2018,£13.49,6.44
1878,CrossKrush,23rd Oct 2020,£4.99,6.67
1879,CROSSNIQ+,4th Oct 2019,£6.99,0.0
1880,Crossroad Crash,22nd Oct 2021,£3.98,0.0
1881,Crossroad Simulator,5th Mar 2022,£8.99,0.0
1882,Crossroads Inn: A Fantasy Tavern Sim,29th Sep 2022,£17.99,5.85
1883,Crowalt: Traces of the Lost Colony,21st Oct 2022,£8.99,3.33
1884,Crowdy Farm Puzzle,9th Jul 2020,£5.49,3.33
1885,Crowdy Farm Rush,6th Aug 2020,£5.49,3.33
1886,Crown Trick,16th Oct 2020,£15.99,8.0
1887,CRSED: F.O.A.D.,27th May 2021,£0.00,0.0
1888,Cruel Bands Career,6th Aug 2020,£3.59,6.75
1889,Cruis'n Blast,14th Sep 2021,£35.99,7.02
1890,Crumble,3rd Jan 2022,£14.99,0.0
1891,CrunchTime,10th Oct 2019,£7.99,0.0
1892,Crush Your Enemies!,2nd Aug 2018,£7.19,7.08
1893,Cryght,5th Jan 2023,£1.39,0.0
1894,Crying Suns,27th May 2021,£19.49,6.67
1895,Cryogear,15th Aug 2019,£15.79,6.75
1896,Crypt of the NecroDancer,8th Feb 2018,£17.99,8.33
1897,Crypt of the Serpent King,31st May 2019,£2.69,3.33
1898,Crypto by POWGI,21st May 2020,£6.99,6.67
1899,Crypto Is Dead,16th Sep 2021,£4.49,0.0
1900,Crypto Mining Simulator,20th Mar 2023,£4.99,0.0
1901,Crysis 2 Remastered,15th Oct 2021,£26.99,3.33
1902,Crysis 3 Remastered,15th Oct 2021,£26.99,3.33
1903,Crysis Remastered,23rd Jul 2020,£26.99,6.75
1904,Crystal Crisis,28th May 2019,£17.99,8.48
1905,Crystal Goddess,21st Oct 2022,£5.99,0.0
1906,Crystal Ortha,17th Dec 2020,£13.49,6.67
1907,Crystar,1st Apr 2022,£44.99,6.05
1908,Crystorld,2nd Jan 2023,£1.39,0.0
1909,Cthulhu Pub,15th Sep 2022,£8.57,0.0
1910,Cthulhu Saves Christmas,4th Jan 2021,£11.39,8.42
1911,Cube Blast: Match,24th Jun 2021,£16.19,0.0
1912,Cube Creator X,21st Nov 2019,£15.99,3.33
1913,Cube Decider,23rd Jun 2022,£3.59,0.0
1914,Cube Farmer,1st Apr 2023,£29.99,0.0
1915,Cube Life: Island Survival,26th Dec 2020,£12.59,3.33
1916,Cube Raiders,28th Dec 2020,£11.69,0.0
1917,Cubers: Arena,30th Jul 2020,£13.49,5.13
1918,Cubic Figures,21st Sep 2022,£2.89,0.0
1919,Cubic Light,26th Jan 2023,£2.69,0.0
1920,Cubic Parking,27th Oct 2022,£2.69,0.0
1921,CubicBan,20th Oct 2022,£2.69,0.0
1922,Cubicity,25th Jul 2020,£5.00,6.35
1923,Cubikolor,26th Jun 2018,£7.20,7.87
1924,Cubixx,3rd Oct 2019,£5.99,8.13
1925,Cuccchi,30th Jul 2021,£7.19,0.0
1926,Cuddly Forest Friends,2nd Feb 2023,£35.99,7.66
1927,Cue Sports,28th Jan 2022,£4.49,0.0
1928,Cult of the Lamb,11th Aug 2022,£25.19,8.18
1929,Cultist Simulator: Initiate Edition,1st Feb 2021,£17.99,6.06
1930,Cupcake Match,22nd Jan 2021,£7.99,0.0
1931,Cuphead,18th Apr 2019,£16.99,8.76
1932,Cupid Parasite,4th Nov 2021,£44.99,8.5
1933,Curious Cases,14th Jan 2020,£4.49,0.0
1934,Curious Expedition,2nd Apr 2020,£13.49,6.77
1935,Curious Expedition 2,11th Aug 2021,£16.99,7.86
1936,Curling,15th Jan 2021,£5.99,3.33
1937,Curse of the Dead Gods,23rd Feb 2021,£17.99,7.95
1938,Curse of the Sea Rats,6th Apr 2023,£16.99,6.1
1939,Cursed Castilla,24th Jan 2019,£12.59,7.2
1940,Cursed Island,15th Jul 2022,£4.49,0.0
1941,Cursed to Golf,18th Aug 2022,£16.99,8.19
1942,Curve Racer,26th Jan 2021,£1.79,0.0
1943,Curved Space,13th Jul 2021,£14.99,7.73
1944,Cute and Creepy,17th Mar 2023,£11.69,0.0
1945,Cyanide & Happiness - Freakpocalypse,11th Mar 2021,£15.99,7.12
1946,Cybarian: The Time Traveling Warrior,21st Jun 2019,£4.99,6.45
1947,Cyber Complex,22nd Jul 2020,£12.59,0.0
1948,Cyber Engine,23rd Jun 2022,£0.89,0.0
1949,Cyber Fight,13th Mar 2022,£6.29,0.0
1950,Cyber Hook,23rd Jun 2021,£13.49,7.88
1951,Cyber Pool,10th Mar 2022,£4.49,0.0
1952,Cyber Protocol,26th Sep 2019,£8.99,7.25
1953,Cyber Protocol Prologue,12th Aug 2022,£0.00,0.0
1954,Cyber Shadow,25th Jan 2021,£17.99,8.56
1955,Cyber Velocity Run,10th Nov 2022,£6.29,0.0
1956,Cyberheroes Arena DX,16th Feb 2023,£4.99,3.33
1957,CyberHive,6th May 2021,£7.39,6.67
1958,CyberTaxi,5th Apr 2021,£8.99,0.0
1959,Cyborg Invasion Shooter 3: Savior of the World,3rd Dec 2022,£8.99,0.0
1960,Cybxus Hearts,3rd Dec 2020,£4.49,0.0
1961,Cycle 28,2nd Aug 2018,£4.99,7.06
1962,Cyjin: The Cyborg Ninja,5th Oct 2022,£8.99,3.33
1963,Cytus Alpha,25th Apr 2019,£44.99,7.93
1964,D/Generation,3rd Apr 2018,£14.99,0.0
1965,D/Generation: The Original,21st Jun 2018,£14.99,6.67
1966,Daardoa,18th Oct 2022,£2.69,0.0
1967,Dadish,14th Oct 2020,£8.09,6.67
1968,Dadish 2,18th Jan 2021,£8.09,3.33
1969,Dadish 3,15th Jun 2022,£8.09,3.33
1970,Daemon X Machina,13th Sep 2019,£49.99,7.16
1971,Daemonum,27th Oct 2022,£3.59,0.0
1972,Daggerhood,22nd Feb 2019,£4.99,7.43
1973,Daily Dadish,8th Feb 2023,£8.09,0.0
1974,Dairoku: Agents of Sakuratani,2nd Dec 2021,£44.99,3.33
1975,Damaged In Transit,23rd Apr 2020,£12.19,6.92
1976,Damascus Gear Operation Osaka,29th Aug 2019,£17.09,6.5
1977,Damascus Gear: Operation Tokyo,1st Mar 2018,£13.49,5.92
1978,Damn Dolls,11th Oct 2021,£3.59,0.0
1979,Damsel,6th Aug 2019,£4.99,6.93
1980,Dance of Death: Du Lac and Fey,27th Jan 2023,£14.99,7.27
1981,Dancing Dreamer,21st May 2021,£6.29,0.0
1982,Dandara,6th Feb 2018,£13.49,7.41
1983,Dandy Ace,28th Sep 2021,£15.09,3.33
1984,Dandy and Randy DX,29th Apr 2022,£6.99,7.36
1985,Dandy Dungeon - Legend of Brave Yamada,27th Jun 2019,£14.49,7.86
1986,Danganronpa 2: Goodbye Despair Anniversary Edition,3rd Dec 2021,£13.49,6.67
1987,Danganronpa S: Ultimate Summer Camp,3rd Dec 2021,£17.99,5.63
1988,Danganronpa V3: Killing Harmony Anniversary Edition,3rd Dec 2021,£26.99,3.33
1989,Danganronpa: Trigger Happy Havoc Anniversary Edition,3rd Dec 2021,£13.49,6.67
1990,Danger Gazers,18th Jan 2021,£8.09,6.67
1991,Danger Mouse: The Danger Games,13th Sep 2018,£4.49,6.03
1992,Danger Scavenger,25th Mar 2021,£8.99,6.67
1993,Dangerous Relationship,9th Jul 2020,£13.49,0.0
1994,Danmaku Unlimited 3,13th Mar 2018,£8.09,8.46
1995,Darius Cozmic Collection Arcade,16th Jun 2020,£34.99,7.63
1996,Darius Cozmic Collection Console,16th Jun 2020,£44.99,6.41
1997,Dariusburst Another Chronicle EX+,27th Jul 2021,£34.99,7.32
1998,Dariusburst CS Core + Taito/Sega Pack,27th Oct 2022,£29.99,0.0
1999,Dark Arcana: The Carnival,18th Dec 2020,£13.49,0.0
2000,Dark Burial,8th May 2020,£3.59,6.67
2001,Dark Deity,17th Mar 2022,£19.79,6.88
2002,Dark Devotion,24th Oct 2019,£17.99,6.92
2003,Dark Dungeon Warrior,23rd Feb 2023,£5.81,0.0
2004,Dark Fantasy: Jigsaw Puzzle,3rd Jun 2021,£4.49,0.0
2005,Dark Fantasy: Jigsaw Puzzle 2,9th Sep 2021,£4.49,0.0
2006,Dark Grim Mariupolis,15th Dec 2020,£4.49,0.0
2007,Dark Minute: Kira's Adventure,30th Jun 2022,£8.99,3.33
2008,Dark Nights with Poe and Munro,15th Jul 2021,£9.99,0.0
2009,Dark Quest 2,27th Feb 2019,£8.99,7.17
2010,Dark Reflections,2nd Mar 2022,£15.99,0.0
2011,Dark Sauce,22nd Jan 2021,£4.49,0.0
2012,Dark Souls: Remastered,19th Oct 2018,£34.99,9.02
2013,Dark Thrones,26th Aug 2021,£7.19,0.0
2014,Dark Tower,21st Feb 2020,£4.49,0.0
2015,Dark Veer,24th Oct 2019,£4.49,0.0
2016,Dark Water: Slime Invader,17th Mar 2021,£14.99,0.0
2017,Dark Witch Music Episode: Rudymical,11th May 2017,£6.99,5.59
2018,Darker Skies,14th Jul 2022,£14.99,0.0
2019,Darkest Dungeon,18th Jan 2018,£17.99,8.42
2020,Darkest Hunters,2nd May 2019,£4.49,6.42
2021,Darkestville Castle,13th Aug 2020,£11.99,7.25
2022,Darkness and Flame: Born of Fire,24th Jan 2022,£6.29,0.0
2023,Darkness and Flame: Enemy in Reflection,2nd May 2022,£6.29,0.0
2024,Darkness and Flame: Missing Memories,22nd Feb 2022,£6.29,0.0
2025,Darkness and Flame: The Dark Side,23rd Mar 2022,£6.29,0.0
2026,Darksiders Genesis,14th Feb 2020,£34.99,7.66
2027,Darksiders II Deathinitive Edition,26th Sep 2019,£25.99,7.76
2028,Darksiders III,30th Sep 2021,£34.99,5.22
2029,Darksiders Warmastered Edition,2nd Apr 2019,£26.99,7.74
2030,Darkwood,16th May 2019,£12.99,7.72
2031,Darts,5th Mar 2020,£8.09,0.0
2032,Darts Up,13th Jul 2018,£2.69,0.0
2033,Dashing Dodgems,4th Apr 2022,£10.79,0.0
2034,Dashing Orange,30th Mar 2023,£3.49,3.33
2035,Dat Gaem,26th Feb 2021,£1.79,3.33
2036,Date Night Bowling,26th Nov 2021,£8.99,6.01
2037,Dating Life: Miley X Emily,5th Aug 2021,£8.99,0.0
2038,Dauntless,10th Dec 2019,£0.00,5.92
2039,Dawn of Survivors,19th Apr 2019,£4.09,6.67
2040,Dawn of Survivors 2,21st Oct 2021,£7.99,0.0
2041,Dawn of the Monsters,15th Mar 2022,£23.59,8.45
2042,Day and Night,22nd Oct 2019,£0.89,6.67
2043,Day of the Dead: Solitaire Collection,7th Jan 2022,£16.19,0.0
2044,DayD: Through Time,18th Apr 2019,£7.89,0.0
2045,Daylife in Japan - Animated Jigsaw Puzzle Series,28th Jan 2021,£1.79,3.33
2046,DC League of Super-Pets: The Adventures of Krypto and Ace,15th Jul 2022,£34.99,0.0
2047,DC Super Hero Girls: Teen Power,4th Jun 2021,£49.99,7.25
2048,DC Universe Online,6th Aug 2019,£0.00,3.33
2049,DC's Justice League: Cosmic Chaos,10th Mar 2023,£44.99,7.4
2050,De Blob,26th Jun 2018,£26.99,7.25
2051,De Blob 2,28th Aug 2018,£26.99,7.94
2052,De Mambo,13th Jul 2017,£9.99,7.06
2053,De: Yabatanien,29th Oct 2020,£11.69,0.0
2054,Dead Age,19th Dec 2022,£3.59,0.0
2055,Dead by Daylight,24th Sep 2019,£26.24,6.88
2056,Dead Cells,7th Aug 2018,£28.49,9.37
2057,Dead Dungeon,14th Jun 2019,£4.49,7.33
2058,Dead Dust,27th Apr 2021,£4.49,0.0
2059,Dead Effect 2,11th Nov 2021,£15.99,0.0
2060,Dead End Job,13th Dec 2019,£13.99,7.14
2061,Dead Fun Pack: Penguins and Aliens Strike Again,24th May 2018,£6.29,0.0
2062,Dead Ground,12th Jan 2021,£8.09,6.67
2063,Dead in Vinland - True Viking edition,11th Jul 2019,£24.99,7.5
2064,Dead Invaders: Modern War 3D,12th Sep 2022,£5.99,0.0
2065,Dead or School,13th Mar 2020,£24.99,6.72
2066,Dead Rain: New Zombie Virus,15th Sep 2022,£10.99,0.0
2067,Dead Secret Circle,20th Oct 2022,£13.99,0.0
2068,Dead Station,23rd Nov 2022,£4.49,0.0
2069,Dead Synchronicity: Tomorrow Comes Today,21st Nov 2017,£13.49,7.32
2070,Dead Z Meat,15th Oct 2020,£8.99,3.33
2071,Deadbolt,25th Oct 2018,£8.99,0.0
2072,Deadcraft,19th May 2022,£19.99,7.43
2073,Deadliest Catch - Ocean Boat Driving & Fishing 2022 Simulator,14th Jul 2022,£13.99,0.0
2074,Deadlings,26th Aug 2019,£3.99,5.33
2075,Deadly Days,26th Aug 2020,£17.09,7.18
2076,Deadly Premonition 2: A Blessing in Disguise,10th Jul 2020,£39.99,6.96
2077,Deadly Premonition Origins,5th Sep 2019,£24.99,6.98
2078,Death and Taxes,10th Sep 2020,£11.69,7.9
2079,Death Come True,26th Jun 2020,£15.99,8.5
2080,Death Coming,25th Apr 2019,£6.29,7.17
2081,Death Crown,12th May 2021,£11.69,5.77
2082,Death end re;Quest,27th Apr 2021,£26.99,7.67
2083,Death end re;Quest 2,10th Feb 2022,£44.99,6.67
2084,Death Mark,22nd Feb 2019,£44.99,7.58
2085,Death Park,10th Feb 2022,£5.99,0.0
2086,Death Park 2,14th Apr 2022,£5.99,0.0
2087,Death Ray Manta SE,19th Oct 2020,£9.99,6.67
2088,Death Road to Canada,8th May 2018,£11.99,7.89
2089,Death Squared,13th Jul 2017,£11.99,7.66
2090,Death Tales,3rd Dec 2020,£7.99,6.67
2091,Death's Door,23rd Nov 2021,£17.99,9.28
2092,Death's Gambit: Afterlife,30th Sep 2021,£17.99,7.58
2093,Death's Hangover,28th Aug 2020,£4.49,3.33
2094,Deathrun TV,1st Jun 2022,£12.59,3.33
2095,Deathsmiles I･II,30th Dec 2021,£35.99,6.67
2096,Deathtrap Dungeon Trilogy,29th Nov 2019,£7.99,6.25
2097,Debris Infinity,25th Sep 2018,£4.49,7.78
2098,Debtor,24th Apr 2020,£2.69,0.0
2099,Decay of Logos,28th Nov 2019,£17.99,3.67
2100,Deck of Ashes: Complete Edition,21st Apr 2022,£22.49,0.0
2101,Deeeer Simulator: Your Average Everyday Deer Game,24th Nov 2021,£15.09,3.33
2102,Deemo,28th Sep 2017,£26.99,8.75
2103,DEEMO -Reborn-,31st Dec 2020,£19.00,0.0
2104,Deep Diving Adventures,16th Mar 2020,£15.99,3.33
2105,Deep Ones,11th Apr 2018,£4.49,4.8
2106,Deep Sky Derelicts: Definitive Edition,24th Mar 2020,£22.49,8.06
2107,Deep Space Rush,25th Oct 2019,£4.99,4.78
2108,Deep Space Shooter,20th Jan 2023,£3.39,0.0
2109,Deer Drive Legends,14th Jun 2019,£17.99,0.0
2110,Defend the Kingdom,14th Jul 2021,£4.49,0.0
2111,Defend the Rook,14th Apr 2022,£14.99,7.53
2112,Defend your Castle,25th Apr 2019,£3.99,0.0
2113,Defenders of Ekron: Definitive Edition,5th Dec 2019,£11.69,6.67
2114,Defense Grid 2,7th Feb 2019,£14.99,6.67
2115,Defentron,17th Dec 2020,£8.99,6.67
2116,Defoliation,31st May 2018,£8.09,6.67
2117,Defunct,13th Sep 2018,£13.49,5.9
2118,Degrees of Separation,14th Feb 2019,£15.49,7.38
2119,Deiland: Pocket Planet Edition,15th Apr 2021,£17.99,6.21
2120,Deleveled,10th Sep 2020,£7.99,6.45
2121,Delicious! Pretty Girls Mahjong Solitaire,8th Apr 2021,£5.49,6.67
2122,Delivery Driver: The Simulation,3rd Nov 2022,£16.19,0.0
2123,Delivery From the Pain,9th Jun 2022,£11.69,6.67
2124,Delta Squad,1st Nov 2019,£5.99,4.66
2125,Deltarune Chapter 1,27th Feb 2019,£0.00,6.67
2126,Demetrios: The BIG Cynical Adventure,3rd Dec 2018,£8.99,6.79
2127,Demolish & Build 2018,15th Jan 2020,£13.49,3.9
2128,Demolish & Build Classic,21st Jan 2023,£13.49,6.67
2129,Demolish Derby Nitro-Battle,30th Aug 2022,£9.99,0.0
2130,Demolition Crew,14th Jun 2019,£4.49,3.33
2131,Demolition Inc HD,25th Jan 2023,£10.79,0.0
2132,Demon Gaze Extra,6th Jan 2022,£49.99,5.67
2133,Demon Hunter: Chronicles from Beyond,16th Mar 2023,£13.99,0.0
2134,Demon Hunter: New Chapter,20th Jan 2023,£13.99,0.0
2135,Demon Hunter: Revelation,26th Feb 2021,£13.49,0.0
2136,Demon Hunter: Riddles of Light,22nd Oct 2021,£13.49,0.0
2137,Demon Pit,25th Dec 2019,£8.99,5.83
2138,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles,10th Jun 2022,£49.99,8.17
2139,Demon Turf,4th Nov 2021,£19.99,7.2
2140,Demon Turf: Neon Splash,14th Apr 2022,£4.99,8.67
2141,Demon's Crystals,28th Sep 2018,£13.49,6.37
2142,Demon's Residence,17th Jun 2022,£4.49,0.0
2143,Demon's Rise - Lords of Chaos,25th Feb 2021,£7.19,0.0
2144,Demon's Rise - War for the Deep,9th Jul 2020,£6.29,5.97
2145,Demon's Tier+,9th Jun 2020,£8.99,7.43
2146,Demon's Tilt,23rd Dec 2019,£17.99,7.94
2147,Demong Hunter,29th Oct 2020,£7.99,0.0
2148,Demoniaca: Everlasting Night,12th Jan 2022,£13.49,3.33
2149,Demons Hunter: Ascendance,20th Jan 2022,£13.49,0.0
2150,Demons of Asteborg,1st Aug 2021,£13.49,3.33
2151,Depixtion,10th Apr 2020,£6.49,8.0
2152,Deployment,9th Nov 2018,£8.99,0.0
2153,Deponia,24th Apr 2019,£17.99,7.75
2154,Deponia Doomsday,23rd Dec 2019,£17.99,6.67
2155,Depth of Extinction,4th Jun 2020,£11.99,7.55
2156,Derby Racing: Xtreme Driver,21st Apr 2022,£8.99,0.0
2157,Derpy Conga,9th Feb 2022,£14.39,3.33
2158,Deru: The Art of Cooperation,7th Nov 2018,£13.49,7.36
2159,Descenders,6th Nov 2020,£19.99,7.67
2160,Desert Child,11th Dec 2018,£9.49,4.5
2161,Desktop Baseball,4th Jun 2019,£5.69,0.0
2162,Desktop Basketball,2nd Apr 2020,£6.18,0.0
2163,Desktop Bowling,8th Jul 2019,£5.83,0.0
2164,Desktop Dodgeball,31st Oct 2019,£6.07,0.0
2165,Desktop Football 2,17th Nov 2022,£5.81,0.0
2166,Desktop Rugby,24th Oct 2019,£6.07,0.0
2167,Desktop Soccer,14th Nov 2018,£5.42,0.0
2168,Desktop Table Tennis,30th May 2019,£5.60,3.33
2169,Desktop Volleyball,16th Jul 2020,£6.04,0.0
2170,Despotism 3k,29th May 2020,£9.89,6.67
2171,Destiny Connect: Tick-Tock Travelers,25th Oct 2019,£35.99,6.86
2172,"Destiny's Princess: A War Story, A Love Story",21st Jun 2018,£13.49,3.33
2173,Destrobots,18th Jun 2020,£8.99,7.3
2174,Destropolis,27th Nov 2020,£5.39,6.5
2175,Destroy All Humans!,29th Jun 2021,£34.99,6.96
2176,Destruction,15th Nov 2018,£8.09,6.0
2177,Destructivator SE,5th Nov 2021,£4.99,0.0
2178,Detective Agency: Gray Tie Collector's Edition,9th Feb 2023,£13.49,3.33
2179,Detective Case and Clown Bot in: Murder in The Hotel Lisbon,30th Sep 2020,£5.99,3.33
2180,Detective Di: The Silk Rose Murders,3rd Dec 2021,£11.69,6.67
2181,Detective Dolittle,21st Sep 2019,£1.49,0.0
2182,Detective Driver: Miami Files,24th Jul 2020,£10.79,0.0
2183,Detective Gallo,17th Aug 2018,£13.49,6.55
2184,Detective Inspector: Mysterious Clues,10th Mar 2022,£2.69,0.0
2185,Detective Puz,29th Oct 2020,£4.49,0.0
2186,Detention,1st Mar 2018,£9.49,8.2
2187,Deuces Wild - Video Poker,4th Sep 2020,£4.49,0.0
2188,Devastator,25th Mar 2022,£6.99,3.33
2189,Devil Engine,21st Feb 2019,£17.99,7.43
2190,Devil May Cry,25th Jun 2019,£15.99,7.58
2191,Devil May Cry 2,19th Sep 2019,£15.99,4.53
2192,Devil May Cry 3 Special Edition,20th Feb 2020,£15.99,8.88
2193,Devil Slayer Raksasi,22nd Apr 2021,£13.49,7.47
2194,Devious Dungeon,30th Mar 2018,£7.99,6.6
2195,Devious Dungeon 2,17th May 2019,£7.99,7.0
2196,Devious Dungeon Collection,13th Aug 2020,£11.99,0.0
2197,Devoured by Darkness,16th Sep 2022,£5.39,0.0
2198,Dex,24th Jul 2020,£17.99,7.21
2199,Dexter Stardust: Adventures in Outer Space,3rd Mar 2022,£9.99,7.8
2200,Dezatopia,19th Mar 2020,£14.39,6.67
2201,Diablo II: Resurrected,23rd Sep 2021,£34.99,6.67
2202,Diablo III: Eternal Collection,2nd Nov 2018,£49.99,8.88
2203,Diabolic,20th Mar 2020,£4.49,7.17
2204,Diamond Girl - An Earnest Education in Love,28th Oct 2020,£18.15,0.0
2205,Dice Legacy,9th Sep 2021,£15.99,7.07
2206,Dicey Dungeons,16th Dec 2020,£13.49,9.05
2207,Die for Valhalla!,29th May 2018,£10.99,7.21
2208,Die With Glory,26th Mar 2021,£6.29,0.0
2209,Dieselpunk Wars,29th Mar 2022,£13.49,0.0
2210,Dig Dog,26th Apr 2019,£2.99,6.83
2211,Diggerman,24th Dec 2018,£4.49,3.33
2212,Digimon Story Cyber Sleuth: Complete Edition,18th Oct 2019,£54.99,7.75
2213,Digimon Survive,29th Jul 2022,£44.99,7.6
2214,Digimon World: Next Order,22nd Feb 2023,£54.99,5.86
2215,Dimension Drive,7th Dec 2017,£11.99,7.65
